0,1
3988503,2
11811863,3
3957823,4
14423103,5
16384013,6
15386,7
4930586,8
9845786,9
16399385,10
1644860,11
1316020,12
6558940,13
3947660,14
9231540,15
11822220,16
9180340,17
657943,18
9211105,19
11812020,20
3988500,21
9180220,22
9221340,23
1336385,24
1326300,25
14433300,26
3957860,27
14464220,28
9221140,29
11832380,30
9180185,31
6568980,32
1367100,33
14433340,34
14433500,35
3988545,36
1346585,37
6610140,38
3947700,39
14423101,40
3937341,41
6569021,42
1644825,43
3937420,44
1357020,45
11842623,46
660701,47
6558941,48
9190621,49
14423261,50
14474301,51
13158500,52
13158410,53
1367261,54
6558861,55
6609981,56
1326221,57
14423183,58
14433381,59
9180181,60
11801661,61
1346781,62
14443661,63
1336541,64
1362101,65
1315941,66
11822181,67
1367221,68
13143061,69
15733781,70
13112341,71
3937301,72
3947621,73
11842581,74
3988703,75
3947741,76
