0,77
3988503,78
11811863,79
3957823,80
14423103,81
16384013,82
15386,83
4930586,84
9845786,85
16399385,86
1644860,87
1316020,88
6558940,89
3947660,90
9231540,91
11822220,92
9180340,93
657943,94
9211105,95
11812020,96
3988500,97
9180220,98
9221340,99
1336385,100
1326300,101
14433300,102
3957860,103
14464220,104
9221140,105
11832380,106
9180185,107
6568980,108
1367100,109
14433340,110
14433500,111
3988545,112
1346585,113
6610140,114
3947700,115
14423101,116
3937341,117
6569021,118
1644825,119
3937420,120
1357020,121
11842623,122
660701,123
6558941,124
9190621,125
14423261,126
14474301,127
13158500,128
13158410,129
1367261,130
6558861,131
6609981,132
1326221,133
14423183,134
14433381,135
9180181,136
11801661,137
1346781,138
14443661,139
1336541,140
1362101,141
1315941,142
11822181,143
1367221,144
13143061,145
15733781,146
13112341,147
3937301,148
3947621,149
11842581,150
3988703,151
3947741,152
