1 , 145.7 ,  10.662 ,  -4.27504
2 , 134.864 ,  80.3856 ,  -10.1045
3 , 132.432 ,  -57.4169 ,  -12.4246
4 , 148.604 ,  -0.367807 ,  59.4159
5 , 107.094 ,  16.1444 ,  12.3877
6 , 144.295 ,  87.7414 ,  -5.42925
7 , 146.051 ,  67.1704 ,  6.24746
8 , 146.932 ,  43.7535 ,  32.8034
9 , 149.243 ,  18.2272 ,  39.3224
10 , 152.671 ,  -14.9365 ,  24.478
11 , 150.461 ,  -20.204 ,  -0.976952
12 , 149.231 ,  -58.922 ,  12.2331
13 , 111.79 ,  38.3625 ,  6.17493
14 , 114.778 ,  51.7166 ,  -9.55385
15 , 112.341 ,  60.5525 ,  1.97075
16 , 121.02 ,  58.7222 ,  24.5945
17 , 145.008 ,  56.4305 ,  36.6933
18 , 124.052 ,  18.2578 ,  -3.16751
19 , 125.104 ,  32.591 ,  -7.00395
20 , 121.744 ,  -55.1276 ,  6.07098
21 , 140.034 ,  -64.0819 ,  15.5623
22 , 129.154 ,  -31.1571 ,  -20.117
23 , 149.308 ,  -45.3303 ,  -8.40956
24 , 134.739 ,  7.47342 ,  -24.9506
25 , 130.707 ,  59.1499 ,  -15.4526
26 , 122.685 ,  -40.1459 ,  33.9196
27 , 111.353 ,  -10.8418 ,  28.6578
28 , 141.858 ,  -33.0495 ,  47.2826
29 , 116.75 ,  4.21134 ,  44.0864
30 , 120.138 ,  17.6413 ,  43.6131
31 , 148.588 ,  -35.8155 ,  29.726
32 , 151.321 ,  59.3305 ,  -18.6472
33 , 150.853 ,  36.3151 ,  -11.168
34 , 113.267 ,  6.90192 ,  0.847748
35 , 104.865 ,  11.3691 ,  -5.51313
36 , 121.595 ,  29.0907 ,  -23.1827
37 , 107.777 ,  -11.9818 ,  14.8163
38 , 110.233 ,  -16.3863 ,  -21.5376
39 , 103.908 ,  -7.66211 ,  -13.4263
40 , 121.167 ,  57.0104 ,  -3.30817
41 , 116.535 ,  52.2487 ,  3.21447
42 , 121.574 ,  -6.02095 ,  14.6736
44 , 140.598 ,  -67.5462 ,  -9.33884
45 , 123.251 ,  28.3842 ,  -33.0204
46 , 143.998 ,  -43.8631 ,  -1.80755
47 , 125.387 ,  8.30982 ,  40.9105
48 , 145.575 ,  -5.05205 ,  39.6892
49 , 127.758 ,  46.2652 ,  -8.61381
50 , 119.311 ,  12.3182 ,  -10.0892
51 , 123.729 ,  32.9442 ,  8.50082
52 , 120.65 ,  2.02142 ,  -22.7395
53 , 143.089 ,  -49.8238 ,  -13.9892
54 , 121.673 ,  51.2261 ,  16.155
55 , 128.929 ,  69.0611 ,  14.144
56 , 135.143 ,  52.1277 ,  33.1167
57 , 115.337 ,  -28.8752 ,  27.1655
58 , 134.439 ,  -32.1346 ,  35.2336
59 , 127.049 ,  -57.6419 ,  0.763139
60 , 130.656 ,  -53.2902 ,  13.0927
61 , 117.921 ,  -41.7056 ,  -5.12208
62 , 122.135 ,  -33.9783 ,  -14.3883
63 , 134.233 ,  -23.9663 ,  -14.9393
64 , 120.086 ,  68.0531 ,  -5.56509
65 , 143.566 ,  44.9224 ,  -15.43
66 , 132.212 ,  59.4052 ,  -11.3624
67 , 140.388 ,  -45.5043 ,  12.9753
68 , 151.671 ,  20.83 ,  17.4747
69 , 125.406 ,  -4.69588 ,  37.6997
70 , 119.462 ,  28.9534 ,  26.7144
71 , 131.335 ,  18.4666 ,  45.9625
72 , 147.336 ,  66.0128 ,  -11.5019
73 , 146.107 ,  -23.7998 ,  30.1248
74 , 110.625 ,  -18.5744 ,  -16.1025
75 , 114.787 ,  -19.959 ,  3.70938
76 , 110.85 ,  -2.58376 ,  1.63791
77 , 168.194 ,  10.1915 ,  -4.38961
78 , 177.399 ,  80.6799 ,  -10.6239
79 , 186.429 ,  -56.6506 ,  -11.5273
80 , 162.577 ,  0.842931 ,  57.8629
81 , 205.589 ,  15.121 ,  10.09
82 , 172.236 ,  85.4021 ,  -0.896306
83 , 167.606 ,  67.6318 ,  4.64459
84 , 166.884 ,  47.2015 ,  30.8703
85 , 164.846 ,  21.077 ,  38.7498
86 , 160.735 ,  -12.0905 ,  26.377
87 , 163.823 ,  -23.5895 ,  2.73171
88 , 162.365 ,  -58.4448 ,  6.85414
89 , 205.405 ,  33.7302 ,  7.0801
90 , 200.978 ,  54.2738 ,  -5.97218
91 , 201.81 ,  53.0962 ,  5.07509
92 , 190.91 ,  57.6874 ,  23.2392
93 , 167.796 ,  54.639 ,  35.5323
94 , 189.951 ,  17.2286 ,  -4.8894
95 , 189.894 ,  32.2855 ,  -6.02886
96 , 188.191 ,  -57.1853 ,  9.05375
97 , 169.9 ,  -64.5842 ,  18.0974
98 , 186.491 ,  -36.4635 ,  -19.1153
99 , 164.382 ,  -45.9849 ,  -10.2357
100 , 182.301 ,  5.51976 ,  -23.5866
101 , 183.5 ,  58.0903 ,  -15.0167
102 , 190.244 ,  -35.372 ,  36.7352
103 , 204.666 ,  -9.32347 ,  23.9782
104 , 170.257 ,  -28.5547 ,  51.2972
105 , 195.948 ,  2.98674 ,  43.9745
106 , 192.762 ,  17.6356 ,  42.0253
107 , 162.459 ,  -32.6313 ,  35.8072
108 , 164.737 ,  56.3492 ,  -16.7403
109 , 163.445 ,  36.5378 ,  -8.88497
110 , 202.375 ,  0.0530997 ,  2.97439
111 , 211.108 ,  2.38392 ,  -4.54114
112 , 200.164 ,  20.4887 ,  -15.4134
113 , 205.856 ,  -19.2134 ,  14.4328
114 , 205.103 ,  -18.5827 ,  -20.9143
115 , 209.05 ,  -17.8493 ,  -8.35803
116 , 194.856 ,  54.9513 ,  0.693208
117 , 199.288 ,  43.5983 ,  4.93844
118 , 191.556 ,  -6.63798 ,  12.0225
120 , 169.271 ,  -69.8119 ,  -9.14284
121 , 198.639 ,  23.3911 ,  -31.0932
122 , 169.362 ,  -45.444 ,  -2.62942
123 , 190.048 ,  8.18865 ,  37.7691
124 , 167.392 ,  -5.24126 ,  40.8625
125 , 186.552 ,  48.4739 ,  -6.92579
126 , 195.615 ,  7.62495 ,  -9.41042
127 , 190.381 ,  31.3488 ,  7.8726
128 , 197.529 ,  -1.81277 ,  -22.3318
129 , 174.937 ,  -51.348 ,  -12.2115
130 , 191.231 ,  47.1723 ,  16.6121
131 , 184.68 ,  68.4994 ,  11.5444
132 , 178.808 ,  52.2536 ,  32.0354
133 , 191.892 ,  -20.7426 ,  35.7764
134 , 176.077 ,  -30.3092 ,  38.3016
135 , 183.057 ,  -62.764 ,  0.121252
136 , 177.862 ,  -55.6169 ,  13.8053
137 , 191.28 ,  -47.2763 ,  -2.62019
138 , 193.152 ,  -33.4306 ,  -13.2056
139 , 180.351 ,  -24.925 ,  -14.9036
140 , 193.812 ,  62.9423 ,  -4.26277
141 , 172.175 ,  44.1502 ,  -15.6173
142 , 180.694 ,  59.8984 ,  -12.1849
143 , 171.729 ,  -47.5354 ,  10.9323
144 , 161.952 ,  26.0608 ,  17.8222
145 , 187.137 ,  -4.92455 ,  38.3149
146 , 193.806 ,  27.9564 ,  23.9747
147 , 181.035 ,  19.3013 ,  43.7817
148 , 166.049 ,  64.8382 ,  -13.8349
149 , 165.242 ,  -24.7752 ,  30.4472
150 , 204.134 ,  -20.3283 ,  -13.8726
151 , 196.656 ,  -21.5267 ,  5.46707
152 , 204.048 ,  -3.48368 ,  -0.752478
